,d_spell,f_spell,champion,side,role,assists,damage_objectives,damage_building,damage_turrets,deaths,gold_earned,kda,kills,level,time_cc,damage_total,damage_taken,total_minions_killed,turret_kills,vision_score,result
2418,11,4,XinZhao,Side.blue,Lane.jungle,2,0,22649,0,5,6703,0.6,1,12,11,122590,25790,24,0,21,False
2419,4,12,Karma,Side.red,Lane.mid_lane,2,2853,7165,2853,5,8856,0.8,2,14,28,104791,12740,177,2,21,False
2420,4,11,Evelynn,Side.blue,Lane.jungle,6,0,15976,0,9,9585,1.2222222222222223,5,14,15,122968,27589,11,1,29,False
2421,12,4,Kassadin,Side.blue,Lane.mid_lane,7,7998,9761,7998,6,16497,4.333333333333333,19,15,17,163267,27155,184,3,15,True
2422,4,14,Thresh,Side.red,Lane.utility,19,156,822,156,4,8627,5.0,1,13,28,20789,13943,37,0,82,True
2423,4,12,TwistedFate,Side.red,Lane.mid_lane,1,313,361,313,4,5484,0.75,2,10,14,48075,9827,110,0,8,False
2424,11,4,LeeSin,Side.blue,Lane.jungle,3,0,6151,0,10,8067,0.7,4,12,12,116330,30969,27,0,14,False
2425,4,12,Gragas,Side.blue,Lane.top_lane,5,869,1188,869,7,9940,1.4285714285714286,5,14,30,95280,25670,131,1,15,False
2426,1,4,Aphelios,Side.red,Lane.bot_lane,10,14290,15630,14290,6,13579,3.3333333333333335,10,14,17,127725,14728,172,5,12,True
2427,12,4,Aatrox,Side.red,Lane.top_lane,13,2756,10977,2756,7,13371,3.0,8,17,29,148272,50653,161,0,12,True
2428,4,12,Kassadin,Side.red,Lane.mid_lane,0,950,4261,950,3,8271,0.3333333333333333,1,14,14,120721,23152,203,0,20,False
2429,12,4,Xerath,Side.red,Lane.mid_lane,16,2947,6656,2947,7,12759,3.0,5,17,21,165403,15535,217,0,25,True
2430,12,6,Gwen,Side.red,Lane.top_lane,2,4300,9359,4300,2,9747,4.5,7,14,3,98429,17940,172,1,17,True
2431,4,7,Jhin,Side.red,Lane.bot_lane,4,1547,2652,1547,2,9286,5.5,7,12,9,106040,9046,165,0,14,False
2432,4,14,Teemo,Side.blue,Lane.top_lane,11,6036,16914,6036,4,12984,3.75,4,16,36,126828,18498,185,4,42,True
2433,4,14,Leblanc,Side.blue,Lane.mid_lane,3,385,1048,385,6,8992,1.1666666666666667,4,14,14,89701,17271,179,0,13,False
2434,4,14,Pyke,Side.red,Lane.utility,16,183,183,183,3,10959,7.0,5,15,15,19423,20126,38,0,116,True
2435,4,12,Galio,Side.red,Lane.mid_lane,16,1786,2519,1786,5,11863,4.2,5,16,40,127225,26361,183,0,18,False
2436,14,4,Riven,Side.blue,Lane.mid_lane,12,4776,21007,4776,4,20045,5.25,9,18,54,283381,37592,303,3,60,True
2437,14,4,Sona,Side.blue,Lane.utility,6,735,735,735,7,6214,1.1428571428571428,2,10,8,9059,13786,11,0,42,False
2438,4,12,Akshan,Side.blue,Lane.top_lane,7,321,7089,321,9,17577,1.7777777777777777,9,18,3,258422,36717,295,0,41,False
2439,14,4,Sona,Side.red,Lane.utility,11,3497,4192,3497,2,7601,8.0,5,11,9,16455,8562,12,0,27,True
2440,12,4,Zilean,Side.blue,Lane.top_lane,4,470,3055,470,4,8887,1.5,2,15,25,129186,16101,166,0,6,False
2441,4,12,Viktor,Side.blue,Lane.mid_lane,10,1849,11887,1849,7,10867,2.0,4,15,8,134252,17753,172,2,10,True
2442,4,7,Aphelios,Side.red,Lane.bot_lane,5,2481,6755,2481,7,10431,0.8571428571428571,1,13,16,135062,18209,195,1,17,False
2443,3,4,Ezreal,Side.blue,Lane.bot_lane,9,7208,11338,7208,1,13166,17.0,8,14,5,151674,10712,210,3,23,True
2444,4,12,Vex,Side.blue,Lane.mid_lane,1,205,303,205,4,6625,0.75,2,11,20,70266,9879,128,1,16,False
2445,4,11,LeeSin,Side.blue,Lane.jungle,8,237,15812,237,6,13252,3.3333333333333335,12,14,30,126476,37176,37,1,21,False
2446,14,4,Nami,Side.blue,Lane.utility,22,3287,4029,3287,6,11046,4.333333333333333,4,15,34,30929,17524,20,0,69,False
2447,12,4,Viktor,Side.red,Lane.mid_lane,5,485,3516,485,4,10525,1.5,1,15,11,159771,19718,210,0,23,False
2448,14,4,Sona,Side.blue,Lane.utility,21,2640,2640,2640,2,8504,12.0,3,12,4,29343,7780,20,1,56,True
2449,4,3,Ezreal,Side.blue,Lane.bot_lane,6,1043,4089,1043,9,9331,0.6666666666666666,0,13,3,127798,17842,171,0,15,False
2450,14,4,Sona,Side.red,Lane.utility,5,411,973,411,7,5486,1.0,2,8,9,15996,12812,10,0,35,False
2451,12,4,Irelia,Side.red,Lane.top_lane,3,2604,4525,2604,12,15316,1.1666666666666667,11,16,19,167478,38972,225,1,12,False
2452,12,4,Illaoi,Side.red,Lane.top_lane,1,4657,8905,4657,5,10054,1.0,4,14,1,123903,19092,180,2,9,True
2453,6,11,Olaf,Side.red,Lane.jungle,1,0,7531,0,3,9393,2.0,5,13,9,122526,20181,36,0,17,False
2454,4,7,Aphelios,Side.red,Lane.bot_lane,3,5014,5543,5014,5,8323,0.8,1,11,14,91003,14301,172,0,24,False
2455,3,4,Lucian,Side.red,Lane.bot_lane,9,4274,10883,4274,6,12661,3.3333333333333335,11,14,2,146503,19221,201,1,15,True
2456,14,4,Rell,Side.red,Lane.utility,24,404,922,404,6,7631,4.0,0,13,53,24957,18307,29,0,56,True
2457,3,14,Yuumi,Side.red,Lane.utility,14,830,938,830,7,9786,2.5714285714285716,4,14,22,14990,14898,8,0,81,False
2458,12,4,Kassadin,Side.blue,Lane.mid_lane,6,5755,5755,5755,4,15659,5.25,15,18,30,145083,30517,181,4,25,True
2459,4,14,Leona,Side.blue,Lane.utility,11,0,436,0,14,7472,0.7857142857142857,0,13,44,17477,30094,26,0,48,False
2460,4,14,Zed,Side.blue,Lane.mid_lane,7,2541,2856,2541,6,13161,3.5,14,15,8,129410,20241,144,1,18,True
2461,4,11,Qiyana,Side.blue,Lane.jungle,10,1115,33537,1115,3,11113,7.0,11,13,14,141658,18303,34,2,21,True
2462,12,14,Akali,Side.blue,Lane.mid_lane,3,1835,1835,1835,7,7566,1.1428571428571428,5,11,0,53649,17087,96,2,6,False
2463,4,11,LeeSin,Side.red,Lane.jungle,6,119,4847,119,7,9534,1.7142857142857142,6,13,13,115424,30201,2,0,22,False
2464,11,4,Qiyana,Side.blue,Lane.jungle,5,1705,23133,1705,3,17738,8.666666666666666,21,17,22,203079,29361,45,1,43,True
2465,11,4,LeeSin,Side.blue,Lane.jungle,8,296,3598,296,10,11168,1.5,7,14,20,129054,39952,29,0,31,False
2466,4,12,Azir,Side.blue,Lane.mid_lane,9,3067,7874,3067,9,13115,1.4444444444444444,4,16,18,180720,24578,226,1,37,False
2467,14,4,Pantheon,Side.red,Lane.top_lane,12,1065,2560,1065,11,12038,1.7272727272727273,7,15,24,135077,32550,160,0,32,False
2468,4,7,MissFortune,Side.red,Lane.bot_lane,0,702,702,702,7,6146,0.0,0,11,5,69224,11410,147,0,12,False
2469,14,4,Karma,Side.red,Lane.utility,5,190,190,190,9,8230,1.0,4,12,35,46805,20844,47,0,51,False
2470,14,4,Akali,Side.red,Lane.mid_lane,7,1385,5051,1385,6,14372,3.6666666666666665,15,16,3,111976,25391,139,0,15,False
2471,4,12,Viktor,Side.blue,Lane.mid_lane,3,0,0,0,5,8743,1.4,4,13,20,96498,12924,162,0,17,False
2472,12,6,Nasus,Side.red,Lane.top_lane,3,2331,5438,2331,7,9764,0.5714285714285714,1,14,16,142028,26126,208,1,17,False
2473,12,4,Lux,Side.blue,Lane.mid_lane,8,3334,4516,3334,6,14546,2.5,7,16,28,147031,17978,220,4,20,True
2474,11,4,LeeSin,Side.blue,Lane.jungle,5,2717,23159,2717,2,9873,7.5,10,12,8,117708,14458,30,2,20,True
2475,12,4,Ziggs,Side.red,Lane.mid_lane,1,14475,15349,14475,11,10219,0.09090909090909091,0,14,15,163261,22169,219,2,11,False
2476,4,12,Malphite,Side.blue,Lane.top_lane,14,1180,2287,1180,7,10297,3.0,7,15,40,80430,26225,113,0,11,True
2477,14,4,Nami,Side.blue,Lane.utility,15,642,2707,642,5,8788,3.8,4,13,28,18496,13826,29,0,71,False
2478,11,4,Rumble,Side.blue,Lane.jungle,15,1103,12551,1103,3,11075,7.0,6,14,11,141267,20907,32,1,28,True
2479,14,4,Rell,Side.blue,Lane.utility,6,311,311,311,4,5004,1.5,0,9,17,14628,7504,30,1,39,True
2480,12,4,Fiora,Side.red,Lane.top_lane,10,12423,15765,12423,3,14239,7.666666666666667,13,15,16,121187,24543,158,5,11,True
2481,4,12,Syndra,Side.red,Lane.mid_lane,8,4380,12168,4380,5,13970,2.6,5,18,25,242755,16613,243,2,34,True
2482,11,14,Talon,Side.blue,Lane.jungle,4,708,23097,708,2,10935,8.0,12,13,4,152073,19123,23,0,31,True
2483,4,11,Gragas,Side.blue,Lane.jungle,5,64,10345,64,12,9974,0.6666666666666666,3,13,22,120073,33988,35,0,31,False
2484,4,12,DrMundo,Side.red,Lane.top_lane,3,1177,1559,1177,5,7624,1.2,3,12,17,91241,23895,155,0,33,False
2485,4,7,Lucian,Side.blue,Lane.bot_lane,1,1379,1379,1379,6,7490,0.5,2,11,0,89993,13881,169,0,16,False
2486,6,4,Darius,Side.blue,Lane.top_lane,4,3223,4337,3223,10,9834,0.6,2,14,19,110860,26922,157,1,15,True
2487,4,14,Zed,Side.red,Lane.mid_lane,1,792,4171,792,1,7046,6.0,5,12,2,66281,6240,148,0,13,True
2488,1,4,Xayah,Side.red,Lane.bot_lane,2,1601,1601,1601,8,5995,0.375,1,10,5,55343,13222,113,0,14,False
2489,12,4,Ornn,Side.blue,Lane.top_lane,6,0,0,0,6,6967,1.3333333333333333,2,12,26,70205,18926,127,0,13,True
2490,4,14,Lulu,Side.blue,Lane.utility,10,1180,1611,1180,2,6520,6.0,2,10,13,12026,7346,14,0,52,True
2491,11,4,Rumble,Side.red,Lane.jungle,4,2122,10043,2122,0,10222,14.0,10,13,11,132525,10458,29,1,14,True
2492,4,14,Rakan,Side.blue,Lane.utility,17,0,180,0,7,10028,3.142857142857143,5,15,34,25868,32433,41,0,98,False
2493,4,14,Leona,Side.blue,Lane.utility,11,411,411,411,3,6559,4.333333333333333,2,11,32,14754,10531,37,0,71,True
2494,12,4,Singed,Side.blue,Lane.top_lane,9,777,777,777,8,9966,1.625,4,13,29,96735,27611,151,1,24,False
2495,4,12,Malphite,Side.red,Lane.top_lane,0,478,478,478,10,3093,0.0,0,7,9,16874,14191,33,0,4,False
2496,4,11,Viego,Side.blue,Lane.jungle,4,1017,13237,1017,4,8362,3.75,11,9,14,66790,17368,13,2,7,True
2497,14,12,Gwen,Side.red,Lane.top_lane,5,6196,24690,6196,4,14224,4.5,13,16,5,148638,27301,181,4,21,True
2498,4,12,Lucian,Side.blue,Lane.top_lane,4,2625,4299,2625,8,13054,2.125,13,14,4,123511,20408,143,1,19,False
2499,4,14,Akali,Side.blue,Lane.mid_lane,3,2059,4064,2059,5,12936,3.2,13,13,1,92428,17158,134,1,15,False
2500,12,4,Irelia,Side.red,Lane.top_lane,5,6538,24859,6538,5,12776,2.4,7,15,8,153008,25170,203,2,22,True
2501,11,4,JarvanIV,Side.red,Lane.jungle,18,0,7763,0,12,10610,2.0,6,15,29,104130,39254,31,0,34,False
2502,4,14,Nidalee,Side.red,Lane.mid_lane,1,0,2508,0,10,6799,0.4,3,11,0,66305,21815,129,0,22,False
2503,4,12,Irelia,Side.red,Lane.top_lane,3,0,5722,0,12,11768,0.5833333333333334,4,15,16,153692,32490,229,0,25,False
2504,4,12,Syndra,Side.blue,Lane.bot_lane,11,6066,8903,6066,4,13709,4.5,7,16,25,155331,16721,199,2,23,True
2505,4,14,Annie,Side.red,Lane.mid_lane,8,687,3901,687,5,10851,2.6,5,16,26,113501,15387,172,1,23,True
2506,4,14,Blitzcrank,Side.blue,Lane.utility,10,692,5720,692,1,7048,13.0,3,11,29,25397,7268,32,1,48,True
2507,4,14,Leona,Side.red,Lane.utility,11,0,0,0,10,6222,1.1,0,11,55,14096,17133,28,0,55,False
2508,4,12,Yone,Side.blue,Lane.mid_lane,5,5635,17773,5635,3,14188,5.333333333333333,11,16,14,195443,20960,219,3,28,True
2509,4,7,Aphelios,Side.blue,Lane.bot_lane,10,2866,5093,2866,10,10538,1.3,3,13,10,106277,19168,170,1,29,False
2510,4,3,Karthus,Side.blue,Lane.bot_lane,5,968,13987,968,9,12194,1.0,4,15,28,177491,25132,222,0,22,False
2511,4,14,Nami,Side.blue,Lane.utility,14,774,1233,774,6,6498,2.3333333333333335,0,12,30,12187,11827,13,0,65,False
2512,4,11,Karthus,Side.blue,Lane.jungle,15,211,14024,211,10,11044,2.2,7,14,20,152759,26801,13,0,32,True
2513,4,11,Jax,Side.blue,Lane.jungle,9,759,17200,759,1,9673,16.0,7,12,9,107065,14268,14,1,19,True
2514,4,12,Gragas,Side.red,Lane.top_lane,5,3833,7517,3833,9,14115,1.2222222222222223,6,17,54,187057,36755,210,2,54,False
2515,4,1,Lucian,Side.red,Lane.bot_lane,14,3295,7423,3295,9,12158,2.4444444444444446,8,14,1,96372,21702,121,0,13,True
2516,3,4,MissFortune,Side.red,Lane.bot_lane,12,13348,19245,13348,6,14589,3.3333333333333335,8,16,8,155995,23855,206,4,46,True
2517,4,11,Viego,Side.blue,Lane.jungle,12,2204,32181,2204,6,17746,5.5,21,17,23,196843,35049,50,1,46,True
2518,4,14,Qiyana,Side.red,Lane.mid_lane,1,0,3423,0,7,9081,0.7142857142857143,4,13,14,117971,21673,176,0,19,False
2519,4,11,JarvanIV,Side.blue,Lane.jungle,17,1516,7562,1516,4,10926,5.25,4,14,35,119649,36697,32,2,42,True
2520,4,14,Teemo,Side.red,Lane.top_lane,3,1017,16311,1017,6,11843,0.8333333333333334,2,17,29,181789,22777,212,0,31,True
2521,14,4,Karma,Side.red,Lane.utility,7,1372,4640,1372,8,7176,1.125,2,11,30,32321,18078,19,0,70,False
2522,4,14,Rakan,Side.blue,Lane.utility,12,0,278,0,11,6413,1.0909090909090908,0,11,22,16045,17873,40,0,76,False
2523,12,14,Katarina,Side.blue,Lane.mid_lane,7,4574,10843,4574,5,13574,3.4,10,15,0,145416,18857,176,2,22,True
2524,4,14,Leona,Side.red,Lane.utility,19,228,912,228,12,8920,1.5833333333333333,0,14,64,24005,27946,33,0,91,False
2525,4,12,Ryze,Side.red,Lane.mid_lane,8,4543,7531,4543,4,12294,3.5,6,16,29,208983,22672,241,1,30,False
2526,4,12,Ekko,Side.red,Lane.mid_lane,6,9749,16481,9749,3,13801,5.666666666666667,11,16,7,152466,17125,179,1,11,True
2527,4,11,Viego,Side.blue,Lane.jungle,9,1499,16894,1499,5,13102,3.8,10,14,25,106896,31956,24,1,17,False
2528,14,4,Rakan,Side.red,Lane.utility,10,1402,5187,1402,0,4702,10.0,0,9,8,10623,3063,7,0,28,True
2529,4,12,Irelia,Side.blue,Lane.top_lane,8,11555,13394,11555,4,11871,3.75,7,13,8,126910,22519,180,3,13,True
2530,4,12,Riven,Side.red,Lane.top_lane,6,8892,15321,8892,2,15229,9.5,13,15,31,181812,17314,168,4,15,True
2531,12,6,TahmKench,Side.blue,Lane.top_lane,3,588,3110,588,2,6865,4.0,5,12,33,45894,22422,98,0,16,True
2532,4,11,Talon,Side.red,Lane.jungle,6,0,7855,0,9,10515,0.8888888888888888,2,14,5,160914,29483,48,0,25,False
2533,14,12,Gwen,Side.blue,Lane.top_lane,12,6335,6893,6335,8,15916,1.75,2,18,12,242855,64310,274,1,40,True
2534,6,11,Hecarim,Side.blue,Lane.jungle,3,0,7633,0,9,8610,0.8888888888888888,5,12,16,105180,35641,27,0,15,False
2535,4,7,Ezreal,Side.blue,Lane.bot_lane,6,7891,13002,7891,3,11305,3.3333333333333335,4,14,7,149516,16735,184,5,25,True
2536,4,14,TwistedFate,Side.blue,Lane.mid_lane,7,978,1196,978,7,11065,2.142857142857143,8,14,50,110039,22273,160,0,23,False
2537,14,4,Morgana,Side.red,Lane.utility,17,318,508,318,3,8499,6.666666666666667,3,12,53,30954,11061,28,0,45,True
2538,11,4,Kayn,Side.blue,Lane.jungle,9,654,30154,654,8,15184,2.75,13,17,9,231761,39948,45,1,36,False
2539,3,4,Ezreal,Side.red,Lane.bot_lane,6,3000,5625,3000,7,11793,1.5714285714285714,5,14,6,137039,20049,173,0,18,False
2540,11,4,Gragas,Side.red,Lane.jungle,8,1591,18426,1591,4,12479,5.25,13,15,29,169506,26139,54,1,20,True
2541,4,12,Irelia,Side.red,Lane.top_lane,0,1919,3014,1919,5,9666,0.8,4,13,7,122690,15150,199,2,12,False
2542,4,14,Leona,Side.blue,Lane.utility,10,0,720,0,4,6884,3.25,3,12,34,15379,13957,37,0,37,False
2543,11,4,Graves,Side.red,Lane.jungle,9,3744,26740,3744,5,15858,4.0,11,17,24,231453,31650,71,1,50,True
2544,4,3,Rakan,Side.red,Lane.utility,20,1295,1339,1295,2,8704,11.0,2,13,33,29161,10885,37,1,81,True
2545,11,4,Zed,Side.red,Lane.jungle,5,386,23379,386,3,9292,4.666666666666667,9,12,4,116296,16511,7,0,20,True
2546,14,4,Zed,Side.red,Lane.mid_lane,1,3917,10002,3917,4,12004,1.75,6,15,3,138621,13508,187,3,11,True
2547,4,3,MissFortune,Side.red,Lane.bot_lane,0,1085,1085,1085,8,6097,0.5,4,9,7,46415,11551,72,0,9,False
2548,4,14,Blitzcrank,Side.blue,Lane.utility,15,93,1088,93,12,8379,1.5,3,12,38,21012,26853,25,0,73,False
2549,12,4,Lucian,Side.red,Lane.top_lane,5,2841,19026,2841,10,13405,1.0,5,15,3,188540,23013,233,1,39,False
2550,12,4,Irelia,Side.red,Lane.top_lane,11,4895,8836,4895,8,16132,2.75,11,18,15,181837,44927,222,3,12,True
2551,4,11,LeeSin,Side.red,Lane.jungle,11,1372,26390,1372,3,10479,6.333333333333333,8,13,22,129392,24031,17,2,22,True
2552,4,12,Riven,Side.blue,Lane.top_lane,1,611,3596,611,8,8164,0.125,0,14,19,98687,19873,152,0,21,True
2553,7,4,Jhin,Side.blue,Lane.bot_lane,1,0,419,0,6,6167,0.16666666666666666,0,10,5,73528,14733,142,0,11,False
2554,4,12,Graves,Side.blue,Lane.mid_lane,10,5387,7505,5387,4,10235,2.75,1,14,8,114692,12978,182,2,16,True
2555,11,4,XinZhao,Side.red,Lane.jungle,7,5877,31924,5877,4,16754,4.75,12,18,35,225629,45250,42,3,40,True
2556,4,7,Jinx,Side.red,Lane.bot_lane,11,7453,33481,7453,2,16356,9.0,7,18,15,285306,23326,299,1,55,True
2557,4,7,Xayah,Side.blue,Lane.bot_lane,5,1102,3880,1102,6,9313,1.3333333333333333,3,13,3,105542,16923,168,0,16,False
2558,4,14,Lulu,Side.red,Lane.utility,8,0,606,0,4,7674,2.25,1,11,19,9062,7833,26,0,75,True
2559,14,11,Talon,Side.blue,Lane.jungle,3,0,7556,0,8,8675,0.875,4,12,3,106035,22691,12,0,24,False
2560,4,12,Syndra,Side.red,Lane.mid_lane,10,6234,10763,6234,3,12178,5.0,5,15,20,143798,10742,216,1,36,True
2561,4,14,Lulu,Side.red,Lane.utility,16,1522,2942,1522,4,8683,4.5,2,14,40,20750,15740,17,1,73,True
2562,12,4,TwistedFate,Side.blue,Lane.mid_lane,7,2289,3854,2289,4,9160,2.25,2,13,25,97573,13768,146,0,22,True
2563,4,14,Lulu,Side.red,Lane.utility,13,135,135,135,10,6284,1.3,0,12,18,16479,16806,7,0,47,False
2564,11,6,Hecarim,Side.blue,Lane.jungle,7,476,29448,476,5,10985,2.0,3,15,17,198601,25350,43,0,16,False
2565,14,4,Nami,Side.red,Lane.utility,7,1527,3229,1527,3,5495,2.3333333333333335,0,9,16,10268,8207,13,0,61,False
2566,4,3,Lucian,Side.blue,Lane.bot_lane,7,0,352,0,8,9265,1.25,3,12,1,70835,19963,151,0,14,False
2567,4,11,Viego,Side.blue,Lane.jungle,9,1456,25888,1456,2,10295,9.0,9,12,15,121945,25547,20,2,14,True
2568,4,12,Yone,Side.red,Lane.mid_lane,3,2928,10219,2928,7,12785,1.4285714285714286,7,16,25,162504,26199,203,1,18,False
2569,4,14,Lulu,Side.red,Lane.utility,11,1353,1853,1353,3,7308,5.0,4,11,30,19152,8784,17,1,49,True
2570,4,11,Karthus,Side.blue,Lane.jungle,1,34,21666,34,4,11696,2.75,10,15,11,186427,19936,32,1,26,False
2571,4,14,Alistar,Side.blue,Lane.utility,16,0,5,0,10,8407,1.8,2,12,61,18161,28075,33,0,69,False
2572,1,4,Aphelios,Side.red,Lane.bot_lane,4,12428,20298,12428,7,15528,2.142857142857143,11,16,30,216336,26806,239,6,20,False
2573,4,3,Yasuo,Side.red,Lane.bot_lane,8,4618,21779,4618,4,12881,4.0,8,15,29,161157,20869,167,3,19,True
2574,4,14,Blitzcrank,Side.red,Lane.utility,16,0,0,0,4,8359,4.5,2,14,28,24464,17429,37,0,95,True
2575,11,4,Kayn,Side.blue,Lane.jungle,15,1359,22965,1359,5,15223,4.8,9,17,26,244268,46255,77,0,19,False
2576,4,14,Lux,Side.blue,Lane.utility,19,1178,4433,1178,6,12024,4.0,5,15,57,62693,16853,32,0,78,True
2577,4,12,Yone,Side.red,Lane.top_lane,5,3595,5713,3595,5,11242,2.2,6,15,26,139192,20335,196,2,13,True
2578,14,12,Ekko,Side.red,Lane.mid_lane,3,13456,20052,13456,6,13943,2.0,9,16,14,186660,23238,206,4,27,True
2579,4,7,Caitlyn,Side.blue,Lane.bot_lane,5,6423,12909,6423,4,14829,2.75,6,14,17,217207,9334,269,2,32,False
2580,4,11,Qiyana,Side.blue,Lane.jungle,9,0,19930,0,5,12410,2.4,3,16,19,235117,27840,30,0,27,False
2581,4,12,Yasuo,Side.red,Lane.top_lane,5,5217,18409,5217,0,8982,7.0,2,13,16,117532,10494,157,1,12,True
2582,4,12,Irelia,Side.red,Lane.top_lane,7,7744,8660,7744,4,14359,4.5,11,16,10,187957,29797,253,2,16,True
2583,4,11,JarvanIV,Side.red,Lane.jungle,20,1119,15950,1119,7,11459,3.5714285714285716,5,15,23,140271,35188,16,1,33,True
2584,4,14,Thresh,Side.blue,Lane.utility,10,0,250,0,7,7128,1.8571428571428572,3,10,53,16669,16767,35,0,64,False
2585,14,4,Bard,Side.blue,Lane.utility,14,168,440,168,16,9805,1.0625,3,13,39,19110,29509,15,1,67,False
2586,4,12,Yone,Side.red,Lane.top_lane,3,3064,4021,3064,4,9366,1.25,2,13,17,110035,14825,180,1,17,False
2587,12,4,Yone,Side.blue,Lane.top_lane,7,0,4738,0,7,9489,1.7142857142857142,5,15,17,91681,22398,143,0,12,False
2588,4,11,Viego,Side.blue,Lane.jungle,12,1308,14693,1308,7,13500,2.7142857142857144,7,17,16,153379,46082,37,0,55,True
2589,4,12,Jayce,Side.red,Lane.top_lane,3,1548,6483,1548,8,14378,1.125,6,16,8,171599,23914,197,0,65,False
2590,4,12,Sylas,Side.red,Lane.mid_lane,12,4495,4623,4495,4,12211,5.5,10,15,27,110241,24922,168,3,17,True
2591,4,14,Lulu,Side.blue,Lane.utility,23,1816,2221,1816,10,10990,2.5,2,15,23,18233,25842,26,0,111,False
2592,4,14,Nami,Side.blue,Lane.utility,18,1095,1095,1095,6,8949,3.6666666666666665,4,13,29,12043,10803,12,1,79,True
2593,4,7,Caitlyn,Side.blue,Lane.bot_lane,4,9576,9576,9576,6,12276,2.0,8,14,11,134599,12974,197,5,27,True
2594,4,12,Kassadin,Side.red,Lane.mid_lane,1,752,1054,752,6,13468,2.1666666666666665,12,14,19,118833,26001,168,0,21,False
2595,4,7,MissFortune,Side.red,Lane.bot_lane,6,0,2227,0,11,7541,0.8181818181818182,3,11,4,78605,19378,123,0,9,False
2596,4,11,Viego,Side.red,Lane.jungle,7,548,21353,548,5,12355,3.6,11,14,17,145269,31978,44,0,16,False
2597,3,4,Thresh,Side.red,Lane.utility,14,125,125,125,5,8793,2.8,0,15,29,16790,22596,30,0,83,False
2598,1,4,Caitlyn,Side.red,Lane.bot_lane,3,608,608,608,12,6461,0.4166666666666667,2,11,7,60096,14965,106,0,10,False
2599,4,11,LeeSin,Side.red,Lane.jungle,9,0,2546,0,6,7462,1.8333333333333333,2,12,22,91180,27123,33,0,15,False
2600,7,4,Tristana,Side.red,Lane.bot_lane,8,14205,14205,14205,3,12135,6.0,10,12,4,127290,13027,164,4,17,True
2601,4,12,Jayce,Side.red,Lane.top_lane,7,3196,7169,3196,10,17239,1.7,10,18,14,219955,42758,252,1,42,False
2602,4,14,Kassadin,Side.red,Lane.mid_lane,6,6565,18943,6565,3,17006,7.666666666666667,17,16,13,165308,22627,213,2,14,True
2603,4,12,Galio,Side.blue,Lane.mid_lane,10,2357,4861,2357,3,11877,4.0,2,18,27,159171,19241,192,2,13,True
2604,4,11,Nidalee,Side.red,Lane.jungle,6,0,1057,0,9,9423,1.3333333333333333,6,12,2,77360,27583,12,0,35,False
2605,4,12,Gangplank,Side.blue,Lane.mid_lane,11,8504,8655,8504,11,20089,1.6363636363636365,7,17,20,281579,27309,232,3,21,False
2606,12,4,Viktor,Side.red,Lane.mid_lane,6,617,3073,617,7,11354,1.0,1,15,16,167733,22142,213,0,18,False
2607,12,4,Urgot,Side.blue,Lane.top_lane,3,11545,15434,11545,3,14657,2.6666666666666665,5,17,16,212560,19238,263,5,38,True
2608,12,4,Yone,Side.red,Lane.top_lane,0,0,0,0,8,4192,0.0,0,9,5,40962,10395,84,0,5,False
2609,4,14,AurelionSol,Side.blue,Lane.mid_lane,7,127,1432,127,4,13469,3.5,7,16,31,162286,21348,242,0,21,False
2610,4,14,Lissandra,Side.blue,Lane.mid_lane,4,3571,5873,3571,7,11874,1.5714285714285714,7,15,24,131852,17187,188,1,29,False
2611,11,4,Ekko,Side.red,Lane.jungle,6,178,13811,178,2,9810,6.5,7,12,24,136750,20156,15,0,17,True
2612,4,14,Pyke,Side.red,Lane.utility,9,0,0,0,9,9428,1.6666666666666667,6,12,14,15964,16650,37,0,89,True
2613,4,7,Sivir,Side.blue,Lane.bot_lane,12,4106,12806,4106,3,11701,5.0,3,14,0,160906,8315,241,1,30,True
2614,12,4,Fiora,Side.blue,Lane.top_lane,6,7648,7648,7648,4,11193,2.25,3,15,11,123196,26927,198,2,28,True
2615,4,3,Ezreal,Side.blue,Lane.bot_lane,7,4263,10777,4263,6,13978,2.6666666666666665,9,15,8,188114,21991,219,3,41,False
2616,6,4,Tryndamere,Side.blue,Lane.top_lane,2,0,2980,0,7,9541,0.5714285714285714,2,14,11,154706,29439,193,0,16,False
2617,4,12,Kennen,Side.blue,Lane.top_lane,1,856,978,856,7,6555,0.8571428571428571,5,10,14,48727,13260,94,0,7,False
2618,14,12,Fiora,Side.red,Lane.top_lane,2,12817,12817,12817,2,11162,6.5,11,14,8,83748,19619,137,5,17,True
2619,4,3,Nami,Side.blue,Lane.utility,15,3228,3822,3228,4,8930,3.75,0,14,16,11799,11530,20,1,79,True
2620,14,12,Camille,Side.blue,Lane.top_lane,4,5808,5808,5808,0,7927,8.0,4,12,10,66282,11633,122,3,12,True
2621,4,12,TwistedFate,Side.red,Lane.mid_lane,8,1112,1288,1112,0,7777,11.0,3,11,17,75958,6509,142,0,9,True
2622,4,14,Riven,Side.red,Lane.top_lane,6,4050,5863,4050,3,13874,4.333333333333333,7,16,30,171072,22125,198,4,21,True
2623,4,14,Pantheon,Side.red,Lane.utility,12,4145,7324,4145,0,8645,17.0,5,12,20,39945,11922,33,0,51,True
2624,3,4,Ezreal,Side.blue,Lane.bot_lane,2,119,119,119,8,6213,0.25,0,10,2,62918,13937,125,0,20,False
